Date,Open,High,Low,Close,Adj Close,Volume
2011-02-25,214.109039,220.757889,212.051056,218.680115,208.179489,3016403
2011-02-28,221.034927,222.617981,208.766205,214.069458,203.790237,8443534
2011-03-01,217.077271,226.377762,217.077271,225.665375,214.829330,3769279
2011-03-03,224.794693,234.233704,221.598892,232.611053,221.441498,5024012
2011-03-04,234.906494,236.271896,229.999008,231.483124,220.367737,3048533
2011-03-07,228.554474,228.732559,221.826462,223.063217,212.352142,2187614
2011-03-08,222.796082,229.939651,222.796082,229.553772,218.531006,1956225
2011-03-09,231.720596,232.769363,228.208176,229.929749,218.888947,1631957
2011-03-10,230.978531,232.413177,228.089447,230.285934,219.228043,1534965
2011-03-11,229.128326,231.522705,223.904221,229.039276,218.041214,1926530
2011-03-14,228.752350,232.314240,225.695068,231.314926,220.207611,1793997
2011-03-15,225.586227,229.276733,223.340256,226.268921,215.403915,1794755
2011-03-16,227.782730,231.502914,227.030777,230.078156,219.030243,1575029
2011-03-17,227.169281,229.791229,225.230042,226.130402,215.272018,1394139
2011-03-18,227.278122,228.039978,220.193924,221.222916,210.600204,2028682
2011-03-21,223.409515,224.003159,220.560013,222.093597,211.429062,1425956
2011-03-22,223.389725,226.357971,223.389725,224.794693,214.000473,1743755
2011-03-23,223.211639,226.179871,222.746613,224.943115,214.141769,1814716
2011-03-24,226.615219,229.148117,226.615219,228.663300,217.683319,1006247
2011-03-25,231.552383,235.361633,229.741760,233.867615,222.637726,1705642
2011-03-28,235.114273,242.396362,235.114273,241.476212,229.880966,2620937
2011-03-29,243.039474,246.631042,239.952515,245.216187,233.441360,2741372
2011-03-30,245.374496,248.936386,244.998520,246.769562,234.920151,1098711
2011-03-31,247.551208,249.332153,241.614716,246.858612,235.004913,1612329
2011-04-01,246.166016,247.115860,244.187195,245.948349,234.138351,1228404
2011-04-04,244.187195,249.134262,244.187195,248.204208,236.285889,1029691
2011-04-05,248.540619,253.754822,246.166016,253.260117,241.099030,1759017
2011-04-06,255.209259,257.484924,252.894028,256.267944,243.962433,2183263
2011-04-07,255.644608,257.623444,252.359756,255.585236,243.312500,1315294
2011-04-08,253.695465,254.674973,246.581573,248.332840,236.408356,1327751
2011-04-11,247.739197,247.739197,239.833771,241.268433,229.683151,1485476
2011-04-13,245.374496,248.332840,238.448593,247.313736,235.438187,1447150
2011-04-15,247.353317,251.113083,243.405563,244.375183,232.640747,1300053
2011-04-18,243.821121,249.727905,238.052841,239.032349,227.554443,1492808
2011-04-19,237.854950,240.180069,235.183533,238.112198,226.678497,1319989
2011-04-20,240.704468,248.214111,240.318588,247.620468,235.730194,1609494
2011-04-21,248.362518,249.312363,244.197098,246.136337,234.317307,860004
2011-04-25,245.374496,248.639557,244.612640,245.948349,234.138351,615703
2011-04-26,244.978729,250.717331,242.406250,249.638870,237.651672,994705
2011-04-27,249.628967,251.835358,246.027512,246.937759,235.080261,1031449
2011-04-28,247.956863,249.094681,243.079056,243.732071,232.028519,871061
2011-04-29,243.276932,246.957550,240.625305,243.217575,231.538712,808944
2011-05-02,245.374496,246.146240,241.416840,243.108734,231.435089,731494
2011-05-03,242.336990,242.722870,227.228653,230.226578,219.171524,1611475
2011-05-04,230.434357,232.611053,225.675278,229.642822,218.615784,1322698
2011-05-05,229.543884,232.314240,224.003159,224.933212,214.132339,1105736
2011-05-06,226.377762,239.170868,226.377762,237.647171,226.235809,2612578
2011-05-09,237.657074,238.003357,231.324829,233.135452,221.940720,911944
2011-05-10,232.710007,238.033051,231.779953,234.708618,223.438339,1648719
2011-05-11,234.293060,239.833771,234.144653,239.042252,227.563889,1540741
2011-05-12,237.261307,241.377258,234.550308,235.500153,224.191864,1332567
2011-05-13,237.419617,244.385086,234.817459,239.616104,228.110199,1884424
2011-05-16,237.459183,240.803406,234.490952,239.071930,227.592148,1504118
2011-05-17,239.438019,240.823196,233.501526,235.401215,224.097687,1113094
2011-05-18,234.896606,235.084595,226.278809,227.485901,216.562439,1406828
2011-05-19,228.752350,230.731171,226.328293,228.386261,217.419556,1010558
2011-05-20,228.554474,233.897293,227.782730,231.285248,220.179352,1204552
2011-05-23,229.148117,229.148117,222.143066,223.508453,212.775986,1419017
2011-05-24,222.815872,225.981995,220.045517,222.083710,211.419662,1960550
2011-05-25,221.628571,225.586227,221.034927,224.299988,213.529526,1608655
2011-05-26,225.784103,231.512817,225.784103,229.791229,218.757065,2155853
2011-05-27,234.490952,234.490952,214.059555,215.424957,205.080643,8089905
2011-05-30,216.681503,218.304138,212.743637,213.347183,203.102646,2349154
2011-05-31,214.109039,217.374100,213.040466,216.186798,205.805893,2559537
2011-06-01,216.820023,217.077271,212.773331,213.604431,203.347534,2045591
2011-06-02,211.734436,211.833389,206.589493,207.598694,197.630188,2647806
2011-06-03,207.766891,209.359848,200.900360,202.849503,193.109055,3183391
2011-06-06,200.811325,204.155533,199.861481,202.780258,193.043137,2188271
2011-06-07,201.444550,204.709610,201.078461,203.225494,193.466980,1688313
2011-06-08,202.513107,206.490555,201.939255,203.502518,193.730698,1817946
2011-06-09,204.115952,204.115952,198.872070,201.968933,192.270752,2093331
2011-06-10,202.245972,202.780258,200.158310,201.790833,192.101212,1939255
2011-06-13,200.831100,201.800735,198.891861,200.415558,190.791977,1605835
2011-06-14,199.861481,200.059357,194.122879,194.716537,185.366608,2822945
2011-06-15,194.914413,197.269226,192.935593,196.576630,187.137360,3330969
2011-06-16,195.666367,197.734238,194.152573,194.815475,185.460785,2070009
2011-06-17,195.903824,196.398529,193.153259,194.083313,184.763794,1094805
2011-06-20,195.013351,195.072723,183.041458,184.080338,175.241119,2589448
2011-06-21,185.613937,187.671906,184.228745,185.584244,176.672821,2661900
2011-06-22,187.276138,187.276138,183.437225,185.158798,176.267807,1952975
2011-06-23,185.119217,188.186401,183.437225,187.009003,178.029175,1602414
2011-06-24,187.939056,192.203430,187.889587,190.887497,181.721420,1314566
2011-06-27,189.571579,194.479080,187.998413,193.390717,184.104446,1715830
2011-06-28,194.004150,195.992874,191.451462,194.568115,185.225311,1611020
2011-06-29,196.141281,200.445236,195.646576,197.447311,187.966263,2319490
2011-06-30,197.882660,198.773132,194.320770,196.596420,187.156219,1578961
2011-07-01,199.069946,199.445923,195.359650,196.794296,187.344589,1276251
2011-07-04,199.465714,202.631836,198.525772,200.257248,190.641266,1057763
2011-07-05,201.444550,203.482727,199.683380,201.236771,191.573746,1030287
2011-07-06,201.780945,204.689819,200.257248,204.333633,194.521927,1573685
2011-07-07,204.848129,208.766205,203.225494,208.360535,198.355453,1121518
2011-07-08,208.766205,212.506180,207.183136,208.429794,198.421371,1150070
2011-07-11,208.370438,210.289902,206.807159,208.677155,198.656860,730200
2011-07-12,205.184525,206.213516,198.990799,202.770355,193.033707,1815287
2011-07-13,203.799347,207.381027,202.928665,206.520233,196.603516,935827
2011-07-14,205.214203,213.119614,204.828339,210.537247,200.427643,1455069
2011-07-15,210.745026,211.734436,204.333633,205.036118,195.190659,824165
2011-07-18,204.808548,207.282074,200.257248,201.058670,191.404190,1111244
2011-07-19,197.882660,198.466415,193.925003,194.706635,189.079041,2168618
2011-07-20,196.012665,197.091125,190.956757,191.688934,186.148544,1247820
2011-07-21,192.539825,194.874832,190.679733,193.044418,187.464874,1138386
2011-07-22,195.508057,198.654404,193.746902,197.259323,191.557922,1564998
2011-07-25,195.953293,200.059357,195.359650,198.654404,192.912689,783792
2011-07-26,199.465714,200.257248,191.332733,192.569504,187.003662,1226636
2011-07-27,193.331360,193.519348,188.146835,189.334122,183.861786,1281426
2011-07-28,188.364502,191.055710,187.196991,188.265564,182.824112,985877
2011-07-29,187.206879,189.334122,186.355988,187.474030,182.055450,1118450
2011-08-01,188.780060,191.303055,188.394180,190.026718,184.534378,720472
2011-08-02,189.571579,190.462051,187.988525,189.254974,183.784927,685921
2011-08-03,186.979324,186.979324,182.279602,183.585632,178.279449,885150
2011-08-04,182.625900,183.536163,180.073212,180.736130,175.512314,1454508
2011-08-05,174.928268,176.511322,172.157913,176.016617,170.929214,1603935
2011-08-08,172.949432,172.949432,163.866623,164.549316,159.793335,3462097
2011-08-09,157.890564,162.461655,155.466507,157.425552,152.875488,4873307
2011-08-10,162.293457,167.962799,162.293457,166.993179,162.166580,2654310
2011-08-11,164.836258,170.456116,161.986740,167.329575,162.493240,3725147
2011-08-12,168.101318,168.249725,157.316711,158.523788,153.941986,4143768
2011-08-16,161.017120,162.164841,157.554169,158.652420,154.066895,1654333
2011-08-17,158.652420,158.652420,152.715942,154.209946,149.752808,1821064
2011-08-18,156.089844,156.089844,148.431778,149.035324,144.727753,2490844
2011-08-19,146.452957,146.452957,139.160980,141.169479,137.089249,3096360
2011-08-22,142.059952,146.749771,138.517853,145.780151,141.566681,2964777
2011-08-23,145.839523,147.818344,141.486099,144.286133,140.115829,3646054
2011-08-24,144.414764,145.938461,137.726334,138.656372,134.648773,3364519
2011-08-25,140.516479,142.772339,139.507278,141.298111,137.214188,2336187
2011-08-26,141.881866,144.850098,137.528442,138.359558,134.360550,2997478
2011-08-29,141.683975,145.621841,140.506577,144.672012,140.490555,2153063
2011-08-30,147.224701,148.016220,143.900269,146.769562,142.527496,1839196
2011-09-02,148.609879,150.974579,146.828934,149.421188,145.102478,1986940
2011-09-05,148.154739,150.351242,146.828934,149.173843,144.862289,3171374
2011-09-06,147.838135,153.062241,147.838135,151.548431,147.168213,2280877
2011-09-07,152.389435,154.536453,149.262894,152.181656,147.783142,2989271
2011-09-08,153.161179,156.802216,152.171768,156.119522,151.607193,2557010
2011-09-09,156.525177,156.554855,150.529343,151.103195,146.735855,1647339
2011-09-12,144.454330,147.620468,142.277634,144.850098,140.663498,2245528
2011-09-13,145.938461,146.828934,136.192734,138.171570,134.178009,3002836
2011-09-14,139.507278,142.030273,138.517853,140.991394,136.916336,1821095
2011-09-15,140.991394,150.737106,140.001984,149.500351,145.179352,2411835
2011-09-16,151.776001,161.274368,151.627579,159.988129,155.363983,4340440
2011-09-19,158.306122,162.956360,156.030472,159.641830,155.027710,2367610
2011-09-20,160.186005,165.232010,159.740768,164.341537,159.591583,2021513
2011-09-21,163.203720,165.034134,161.769073,162.956360,158.246429,1347997
2011-09-22,159.295532,159.889191,152.369644,153.210648,148.782379,2181536
2011-09-23,149.252991,150.143463,144.454330,145.839523,141.624329,3164145
2011-09-26,145.691101,146.878403,140.991394,145.443756,141.240005,1698938
2011-09-27,149.648758,155.337891,149.154053,154.051651,149.599091,2140656
2011-09-28,155.585236,158.009293,151.825470,154.298996,149.839294,2490997
2011-09-29,151.380234,161.076477,149.500351,159.246063,154.643372,3315010
2011-09-30,158.306122,161.076477,153.705353,154.447418,149.983429,2541331
2011-10-03,152.666473,155.832596,150.786591,152.320175,147.917679,1547955
2011-10-04,150.885529,151.083405,143.860687,145.691101,141.480194,2710668
2011-10-05,146.977341,150.291870,145.344803,145.839523,141.624329,1456885
2011-10-07,151.726532,158.207184,151.429703,157.118835,152.577637,2696280
2011-10-10,158.108246,170.179077,157.316711,168.744431,163.867218,3274238
2011-10-11,170.525375,175.917679,169.684372,174.878799,169.824265,3251798
2011-10-12,174.136734,186.405457,168.991791,179.430099,174.244019,3716577
2011-10-13,181.755219,184.228745,172.850494,173.889389,168.863464,3499765
2011-10-14,172.256851,179.331161,171.663208,177.995453,172.850845,2613938
2011-10-17,180.864746,189.126343,180.765808,186.009689,180.633453,4514803
2011-10-18,182.052048,182.447815,176.214508,179.232208,174.051865,2407356
2011-10-19,182.052048,186.257050,182.052048,184.673981,179.336349,1989593
2011-10-20,180.567917,182.497284,178.935394,181.161575,175.925461,1616601
2011-10-21,182.546753,183.536163,175.225098,176.066086,170.977234,1991076
2011-10-24,181.854156,185.218170,181.062622,183.882462,178.567719,2287236
2011-10-25,185.514984,191.401993,182.744629,189.720001,184.236511,2834514
2011-10-28,195.903824,205.699020,194.963882,204.017014,198.120300,3019377
2011-10-31,202.978134,203.225494,195.705948,196.349060,190.673981,2514465
2011-11-01,193.232407,200.306717,189.967346,191.451462,185.917938,4102748
2011-11-02,188.087463,194.864944,186.158112,190.016815,184.524750,4171347
2011-11-03,189.225296,190.165237,183.437225,186.702286,181.306000,4280844
2011-11-04,191.154648,191.946182,183.734039,186.009689,180.633453,3643443
2011-11-08,187.889587,188.681107,183.437225,187.543289,182.122726,2291233
2011-11-09,189.076874,189.967346,181.903625,182.744629,177.462769,2367432
2011-11-11,182.052048,186.306519,178.737503,179.776398,174.580338,3087196
2011-11-14,182.546753,183.536163,174.136734,176.016617,170.929214,2464995
2011-11-15,172.009491,182.398331,170.426437,179.380630,174.195984,4130056
2011-11-16,180.320572,181.854156,175.670334,180.221634,175.012680,3182988
2011-11-17,179.083801,181.062622,171.861084,173.246262,168.238907,2243287
2011-11-18,170.327499,170.624313,164.489960,168.497086,163.627014,2163163
2011-11-21,167.606613,167.606613,158.504013,159.740768,155.123779,2529735
2011-11-22,160.977539,173.246262,160.977539,170.772736,165.836884,3926634
2011-11-23,168.002380,169.239136,163.995255,166.716141,161.897537,1930061
2011-11-24,164.737305,172.949432,162.461655,171.316910,166.365341,2536561
2011-11-25,167.705551,177.500748,167.705551,169.981201,165.068222,3049260
2011-11-28,172.949432,179.875336,172.256851,179.083801,173.907730,3059269
2011-11-29,178.836456,179.627975,173.790436,175.472443,170.400757,1757354
2011-11-30,172.751556,174.433563,167.705551,170.624313,165.692749,2737182
2011-12-01,179.083801,183.288803,178.589096,180.963684,175.733276,2874213
2011-12-02,179.776398,189.967346,179.776398,189.225296,183.756104,3095650
2011-12-05,188.285339,192.539825,187.098053,189.571579,184.092407,2130642
2011-12-07,189.571579,193.529236,187.988525,189.225296,183.756104,1728375
2011-12-08,188.483231,189.472641,184.030869,186.751755,181.354080,1963763
2011-12-09,181.953094,183.832993,178.786972,181.013153,175.781311,2455842
2011-12-12,185.069748,185.960220,174.136734,175.868210,170.785080,2395519
2011-12-13,172.157913,180.320572,172.157913,177.055511,171.938065,2500459
2011-12-14,174.631439,179.578506,174.136734,175.027206,169.968384,2134682
2011-12-15,173.147324,174.136734,165.974075,170.921143,165.981003,2460177
2011-12-16,173.839905,177.896500,168.596024,170.426437,165.500610,2407285
2011-12-19,169.189667,179.677444,167.408722,177.995453,172.850845,3495080
2011-12-20,178.786972,179.034332,171.960022,173.048386,168.046768,2304046
2011-12-21,178.094391,179.677444,172.998917,175.175613,170.112518,2764742
2011-12-22,172.306320,183.041458,171.861084,181.755219,176.501953,2316602
2011-12-23,182.645691,185.020279,180.221634,182.695160,177.414719,2192509
2011-12-26,183.486694,186.504395,183.189865,184.327698,179.000076,1676545
2011-12-27,183.536163,184.278229,178.688034,179.974274,174.772461,956791
2011-12-28,179.182739,181.507858,176.956558,178.341736,173.187119,1165540
2011-12-29,176.610275,180.518448,176.263977,177.352325,172.226303,1455753
2011-12-30,179.083801,181.755219,174.928268,176.511322,171.409622,1492247
2012-01-02,180.073212,183.041458,176.758682,181.854156,176.598022,1901735
2012-01-03,184.080338,192.539825,184.080338,191.847229,186.302261,2470250
2012-01-04,191.055710,199.861481,191.055710,198.327896,192.595612,3652703
2012-01-05,198.674179,203.423370,198.031067,199.416245,193.652527,2986223
2012-01-06,197.387955,202.483429,196.250122,200.999313,195.189835,2177172
2012-01-07,null,null,null,null,null,null
2012-01-09,199.861481,200.455124,196.052246,198.327896,192.595612,2063713
2012-01-10,199.168900,204.066483,198.971008,202.780258,196.919296,2094682
2012-01-11,203.868607,205.204315,199.614120,202.483429,196.631027,2102211
2012-01-12,201.840302,207.381027,200.850891,204.066483,198.168350,1628951
2012-01-13,208.073608,210.745026,204.363312,206.589493,200.618408,2873414
2012-01-16,203.720200,212.624908,201.741364,211.140793,205.038193,2568123
2012-01-17,215.197388,219.105576,213.861679,214.999512,208.785370,3570453
2012-01-18,215.147919,217.473038,210.299789,211.536560,205.422501,1771925
2012-01-19,214.010086,217.670914,214.010086,216.236267,209.986404,1644414
2012-01-20,217.176208,218.660339,213.416443,216.582565,210.322678,1550110
2012-01-23,218.215103,220.886520,215.246857,216.582565,210.322678,1550317
2012-01-24,216.681503,221.925400,214.207977,219.699219,213.349258,2234357
2012-01-25,220.639160,231.176407,220.193924,228.010284,221.420090,2983925
2012-01-27,231.522705,238.349655,230.088058,237.360245,230.499817,3526749
2012-01-30,235.480362,236.074005,229.049179,231.621643,224.927078,2022992
2012-01-31,233.402588,242.208374,232.808945,241.021072,234.054840,1795738
2012-02-01,242.208374,248.540619,241.021072,245.918671,238.810867,5018009
2012-02-02,250.024734,250.024734,242.158905,243.494614,236.456879,2817748
2012-02-03,243.890366,247.353317,238.052841,245.325027,238.234390,2025820
2012-02-06,247.946960,250.321564,242.950424,248.392197,241.212921,2639085
2012-02-07,251.310974,252.201447,245.671310,247.600677,240.444275,2894193
2012-02-08,249.332153,250.568909,242.851486,248.045914,240.876633,1987207
2012-02-09,245.374496,255.565445,245.374496,254.427628,247.073898,2311961
2012-02-10,253.190857,259.028381,252.547745,254.378159,247.025879,1445551
2012-02-13,255.268631,257.890564,251.162567,255.515976,248.130783,2229133
2012-02-14,256.752747,269.516174,256.109619,265.063812,257.402649,4042916
2012-02-15,275.304230,288.908691,275.056885,283.367950,275.177765,5717375
2012-02-16,280.003967,281.339661,271.297119,272.979126,265.089172,2356343
2012-02-17,278.025116,280.350250,268.378357,271.000305,263.167572,2650821
2012-02-21,273.078064,273.078064,266.844757,268.328888,260.573364,2467660
2012-02-22,270.109833,273.078064,262.194519,264.915405,257.258575,2831474
2012-02-23,264.470154,270.802429,262.788177,265.608002,257.931122,1746242
2012-02-24,266.993164,268.675171,260.314636,262.590271,255.000626,999990
2012-02-27,263.579712,263.975464,252.646683,257.296936,249.860291,1690349
2012-02-28,260.067291,272.088654,259.226288,269.763519,261.966522,2421448
2012-02-29,273.325409,275.650543,264.618591,267.933105,260.189056,1630114
2012-03-01,266.894226,271.049774,263.183929,264.816467,257.162445,1518150
2012-03-02,266.300598,269.021484,261.848236,264.618591,256.970306,1173064
2012-03-03,null,null,null,null,null,null
2012-03-05,264.173340,272.286530,263.282867,270.555054,262.735229,2165715
2012-03-06,271.000305,275.650543,260.215698,263.183929,255.577118,1274554
2012-03-07,262.046112,266.844757,259.622040,265.162750,257.498749,1079541
2012-03-09,268.823578,278.025116,268.823578,276.244202,268.259918,1546313
2012-03-12,279.113495,281.982788,274.116943,280.498657,272.391388,1202426
2012-03-13,282.774323,284.159485,279.311371,279.905029,271.814911,1081102
2012-03-14,283.763733,288.562378,282.774323,286.039368,277.771973,1706991
2012-03-15,285.940430,291.035919,281.240723,286.336212,278.060211,2228529
2012-03-16,284.456329,294.103088,279.558716,283.664795,275.466034,2697834
2012-03-19,284.703674,289.304443,278.321960,280.548126,272.439453,942062
2012-03-20,281.042847,282.873260,266.844757,268.724640,260.957703,1746041
2012-03-21,268.131012,274.760071,261.452454,273.325409,265.425507,2359400
2012-03-22,271.099243,279.162964,265.261688,267.388947,259.660645,1848901
2012-03-23,268.823578,272.583344,264.766998,270.060364,262.254822,1048589
2012-03-26,270.505585,270.505585,263.530212,265.261688,257.594818,976969
2012-03-27,269.466705,272.385468,263.282867,269.714050,261.918488,1392853
2012-03-28,269.120422,269.565643,265.558533,268.378357,260.621429,1123453
2012-03-29,266.894226,270.208771,264.420685,269.070953,261.294006,920893
2012-03-30,270.653992,273.572784,269.862457,272.781250,264.897064,2009063
2012-04-02,277.035706,278.025116,272.434937,273.473816,265.569580,1763632
2012-04-03,274.957947,278.025116,272.335999,277.134674,269.124634,2081239
2012-04-04,276.343140,278.519836,274.116943,275.205292,267.251038,734949
2012-04-09,273.671722,275.848419,270.950836,272.830719,264.945068,500492
2012-04-10,272.583344,281.488068,272.484406,280.597595,272.487457,1432570
2012-04-11,278.025116,283.219543,277.777771,279.360840,271.286469,1516391
2012-04-12,281.982788,283.961609,280.943909,282.279602,274.120850,1116060
2012-04-13,284.456329,291.134857,284.208954,286.039368,277.771973,1295402
2012-04-16,286.583557,298.604919,283.763733,297.219757,288.629211,2106552
2012-04-17,298.852295,301.573181,293.311554,298.258636,289.638062,1877837
2012-04-18,300.286926,307.361237,300.286926,306.322357,297.468719,1444506
2012-04-19,307.608582,316.612244,306.371826,315.969116,306.836639,2274603
2012-04-20,314.386078,317.205902,309.191650,313.347198,304.290497,1594234
2012-04-23,312.555664,316.513306,305.234009,306.470764,297.612823,1031713
2012-04-24,306.668640,310.873657,305.728699,308.350647,299.438385,921373
2012-04-25,309.438995,311.665192,305.629761,310.527344,301.552155,1374586
2012-04-26,312.654602,312.654602,306.817047,308.647461,299.726624,693914
2012-04-27,309.290588,310.428406,304.739288,309.092712,300.158997,599406
2012-04-30,307.509644,314.138702,307.410706,313.396667,304.338531,904378
2012-05-02,309.636871,309.686340,300.435333,301.424744,292.712646,2042967
2012-05-03,300.633209,301.820526,296.230347,298.159698,289.541962,748786
2012-05-04,295.488281,300.187988,292.470551,298.209167,289.589996,938259
2012-05-07,294.498871,308.696930,288.265564,305.036102,296.219635,1146117
2012-05-08,305.629761,306.371826,291.975861,293.212616,284.737854,1092997
2012-05-09,287.572968,294.399933,286.929840,289.898102,281.519165,808449
2012-05-10,290.788574,293.954681,284.456329,286.633026,278.348480,657275
2012-05-11,285.742554,298.604919,284.852081,294.251495,285.746735,1221391
2012-05-14,294.498871,297.467102,283.071136,287.127747,278.828888,783347
2012-05-15,285.742554,289.106567,281.933319,287.226685,278.924988,1283149
2012-05-16,274.067474,274.265350,265.162750,266.152161,258.459564,2266859
2012-05-17,266.449005,272.781250,261.106171,268.229950,260.477295,2231246
2012-05-18,262.194519,263.925995,253.289795,257.346405,249.908310,1995018
2012-05-21,259.226288,261.304047,255.367569,258.978912,251.493622,1302219
2012-05-22,263.678650,266.547943,260.215698,261.996643,254.424164,1082544
2012-05-23,258.385284,262.441864,256.356995,258.879974,251.397552,901794
2012-05-24,259.720978,265.261688,254.081329,264.173340,256.537903,1102484
2012-05-25,262.194519,268.823578,259.720978,266.498474,258.795868,916950
2012-05-28,268.131012,275.056885,265.311157,273.671722,265.761780,887483
2012-05-29,278.025116,280.152374,270.456116,272.979126,265.089172,2156913
2012-05-30,257.247467,257.247467,239.240128,240.773727,233.814636,7273054
2012-05-31,236.321365,236.321365,227.762939,230.731171,224.062347,4974239
2012-06-01,232.512115,233.699417,220.193924,222.123276,215.703247,4401625
2012-06-04,218.660339,227.565048,214.702682,226.328293,219.786728,3298202
2012-06-05,226.872467,227.020874,218.808746,219.204514,212.868835,2950330
2012-06-06,220.639160,233.798355,220.639160,231.720596,225.023163,4331405
2012-06-07,233.006821,236.271896,229.593353,233.996246,227.233047,2255772
2012-06-08,231.918472,237.310776,230.335403,236.370834,229.539001,1619381
2012-06-11,239.536957,241.218964,231.621643,233.056290,226.320251,1501938
2012-06-12,230.236465,241.169479,229.741760,240.377960,233.430313,2017565
2012-06-13,241.416840,241.466309,234.095184,235.331955,228.530151,1883488
2012-06-14,234.589890,236.964478,223.607407,224.596817,218.105286,2166251
2012-06-15,225.586227,238.893829,225.586227,237.508652,230.643936,3379200
2012-06-18,240.427429,245.176605,231.720596,235.480362,228.674271,3103212
2012-06-19,235.480362,239.982193,233.699417,235.777191,228.962524,1536314
2012-06-20,238.003357,244.385086,237.310776,242.999908,235.976486,1815636
2012-06-21,241.614716,247.254379,240.180069,245.473434,238.378525,1710124
2012-06-22,241.911545,248.540619,239.932724,244.385086,237.321609,2615758
2012-06-25,245.770264,249.183731,242.406250,243.296722,236.264709,1235990
2012-06-26,243.197784,246.116547,241.614716,243.989319,236.937302,723805
2012-06-27,245.423965,245.819733,235.579300,236.519241,229.683121,1380694
2012-06-28,235.480362,238.943314,230.434357,237.360245,230.499817,1795268
2012-06-29,240.180069,243.643021,238.151779,239.487488,232.565567,1517114
2012-07-02,237.360245,239.833771,235.430893,235.826660,229.010544,1172615
2012-07-03,238.448593,238.943314,233.105774,235.183533,228.386017,1131999
2012-07-04,235.480362,238.597015,233.254181,233.699417,226.944794,1370227
2012-07-05,233.699417,238.201248,232.561584,237.459183,230.595901,1570146
2012-07-06,238.448593,241.021072,237.013947,238.003357,231.124344,1868888
2012-07-09,236.469772,240.427429,233.501526,237.657074,230.788055,2080159
2012-07-10,239.438019,245.522903,238.498077,243.791428,236.745117,2285954
2012-07-11,242.406250,243.692490,237.558121,238.844360,231.941040,1064137
2012-07-12,238.448593,238.844360,233.402588,234.144653,227.377182,1301078
2012-07-13,234.391998,235.876129,231.918472,233.006821,226.272217,1364003
2012-07-16,235.282471,235.628769,226.130402,226.872467,220.315186,1406146
2012-07-17,228.752350,229.791229,222.914810,223.508453,217.048386,2095792
2012-07-18,221.480164,221.480164,216.236267,219.204514,216.706039,1988556
2012-07-19,222.172745,224.003159,221.430695,222.073807,219.542633,1375751
2012-07-20,222.123276,223.013748,219.748688,220.985458,218.466690,589776
2012-07-23,218.957153,218.957153,212.822800,213.713272,211.277390,870466
2012-07-24,214.207977,215.543686,211.041855,213.713272,211.277390,1158544
